Scraped Locations,Scraped Users,Scraped Reviews,Scraped Ratings,Scraped Dates,Type
Rifle Range Nature Park,Ahmad Sukri,Went hiking this morning. Amazing place for those looking for a scenic guided walk. The trails are mostly broadwalks (good accessibility) and less rocky paths. The deck is worth climbing up for. Look out flora and fauna around !,5,3 months ago,Attractions
Rifle Range Nature Park,Choon Kiat Wang,"As a buffer park, it is quieter than the nearby BTNR and quite well maintained. There are multiple trails to explore and good for walks between 1 and 3 hours.",5,3 months ago,Attractions
Rifle Range Nature Park,Kezia Leong,"There many trails to follow. Very natural and beautiful. I have been there 3 times, each time took a different trail and I have not finished exploring this beautiful park. Will go back again",5,3 months ago,Attractions
Rifle Range Nature Park,Damcho Tshering,"Rifle Range Nature Park is a peaceful retreat surrounded by lush greenery and serene trails. The calming sounds of chirping birds, rustling leaves, and the gentle breeze create a rejuvenating escape from city life. …",5,8 months ago,Attractions
Rifle Range Nature Park,Ong Kianpeng,"Rifle ranger park nice park where you can link to marchtichie reservoir good hike
Today I experience myself walk there nice walk along the way no restroom walk 4 km see toilet",5,2 months ago,Attractions
Rifle Range Nature Park,Lyndon Lim,"Many walkers. Should have better signages which tells the distances, especially inside the forest.  Walkers should keep left and not walk side by side.",4,3 months ago,Attractions
Rifle Range Nature Park,Karen C,"Free park with some car park, and good toilet facilities. There are a few vending machine, a water dispenser. …",5,6 months ago,Attractions
Rifle Range Nature Park,Joyce “Joyful Explorer”,Nice and cooling place to hike. Gentle trails with some steps to climb up to Colugo Deck. Worth the climb for its beautiful paranomic view. Young children should be able to manage it too. …,5,Edited 6 months ago,Attractions
Rifle Range Nature Park,PEIP ONG,Beautiful place for nature walks. Very well planned environment. Suitable for all ages.,5,4 months ago,Attractions
Rifle Range Nature Park,sarah luvsfood,Great for beginners! There’s a broadwalk section and a section of walking on nature. Super easy route!,5,4 weeks ago,Attractions
Rifle Range Nature Park,Lui Taye,"We took this route to Chestnut nature park.
I alighted at beauty world line, went to Hawker centre and my friend brought me here.",5,a month ago,Attractions
Rifle Range Nature Park,Ram Nagarajan,"Wonderful piece of nature within the concrete confines of the red dot. Inside this nature park you can actually witness our famous fruit providing trees like durian, rambutan, jackfruit etc. A very good learning experience for the families …",5,7 months ago,Attractions
Rifle Range Nature Park,Fiq,Lovely place to go for a walk but don't forget your water bottle! It might get really hot!,5,2 months ago,Attractions
Rifle Range Nature Park,Christine Lee,"I really enjoyed this park - the trees are beautiful and we walk in their shade. The trails are done very well although the climb up to the Colugo viewing platform has quite a lot of stairs. So for those with mobility issues, it would be difficult to climb to the viewing platform. But the park is still worth a visit.",5,11 months ago,Attractions
Rifle Range Nature Park,Joanna Cheng,"Nice little hike up to the top, breezy in the evening time. Lovely time and a good short exercise!",5,3 weeks ago,Attractions
Rifle Range Nature Park,Renee Liu,"Perfect place of hill training in Singapore that is rookie friendly, one loop is around 5.5km to 6km with elevation of 100m. The park itself has watercooler and rest room. Please bring a signal light if you came before sunrise for your own safety",5,2 weeks ago,Attractions
Rifle Range Nature Park,Forest BK,"🌳Rifle Range Nature Park was named after Rifle Range Road, an access road to a rifle range of a former Gun Club.
The Park area was also the site of a former granite quarry and a number of …",5,9 months ago,Attractions
Rifle Range Nature Park,Shawn Seah,A great place to have a walk along the boardwalk at this nature park.,5,a month ago,Attractions
Rifle Range Nature Park,M C,Excellent nature walk. The tricky thing is that the entrance is from the top floor of the shopping centre,5,4 months ago,Attractions
Rifle Range Nature Park,Maggie,Had a short walk around Rifle Range Nature Park in the afternoon. Will go there again in the morning next time round.,5,4 weeks ago,Attractions
Rifle Range Nature Park,Madujith Degamboda,"Wonderful walking trail, difficulty level easy to medium… great place to go as a family or with friends to explore",5,4 months ago,Attractions
Rifle Range Nature Park,Sabrina Goh,"This is a fairly small nature park with some good boardwalks which connect through to CCNR MacRitchie . Easy to reach, you may go from Beauty World MRT station exit A (via Beauty World Centre level 4, Skybridge to Rifle Range nature park entrance). Well maintained and with good facilities.",4,9 months ago,Attractions
Rifle Range Nature Park,Syahidah Arpabe,Very kids friendly trails. Man made walkway. Lots of insects for kids to explore. Beautiful scenery at 1 point. Not so tiring for beginners,5,7 months ago,Attractions
Rifle Range Nature Park,Evangeline Tan,A wonderful place to explore the flora and fauna at zero cost! A trip here satisfies all sensors. The man-made facilities and walkways only enhance the whole experience with clear directions marked and degree of challenge indicated. One …,5,a year ago,Attractions
Rifle Range Nature Park,Sewfuntastic 2015,Went for a short evening walk with my buddy. I am very prone to mosquitoes. Must apply a lot of repellents if you are like me. A very mini Bt Timah trek if you just want to walk. Great for young family outing,5,a year ago,Attractions
Rifle Range Nature Park,Gatsby,"This is a recommendable place to walk in nature. It took within a hour including sky deck where was great. Not too hot, and appropriate fresh out. Seems there is a lot of wild animals but I spotted on only squirrel.",4,a year ago,Attractions
Rifle Range Nature Park,Martin Yeo,"Beautifully refreshing nature reserve park which is definitely worth a visit or if you are living in Singapore, a wonderful tranquil place to go to, to destress, relax, get some fresh air or simply to chill out amidst the calling of nature, …",5,8 months ago,Attractions
Rifle Range Nature Park,Saifu Angto,"Visited the recently open park.  It's really nice medium size park with a variety of walking paths.  It's elevated planks path at the beginning, the dirt road after the view point into wooded area. …",4,Edited 2 years ago,Attractions
Rifle Range Nature Park,Clemence Kng,"Lovely place. Should have come here sooner. Can be done in less than a couple of hours, the weather was good and saw a lot of wildlife, including monkeys, insects, birds, fish etc. Peaceful and not overly crowded on a weekday. Paths were well maintained.",5,a year ago,Attractions
Rifle Range Nature Park,Ming Hui,Another wonderful nature trail around bukit timah. Its opened probably these past 2 years only. The board walk and pathways were all still relatively new. …,5,a year ago,Attractions
Rifle Range Nature Park,Mun Kew Leong,"This park is close to my home and accessible from the Bukit Timah Rail Corridor, so once you get off the main road, it's a pleasant walk away from traffic and with lots of green. …",5,a year ago,Attractions
Rifle Range Nature Park,Josephine Tan,"Rifle Range Nature Park has a cliff-top viewing gallery & over 7km of trails and boardwalks. Very pleasant for morning walks. Parking available at Beauty World Centre, with connecting bridge to park from Level 4, food centre. Very convenient.",5,2 years ago,Attractions
Rifle Range Nature Park,Vincent Khoo,"Newly open nature park. Car park quite limited so better come early. The whole park can complete around 1.5 to 2 hours. Moderate hiking so suitable for kids as well. Nearest MRT should be King Albert Park, so, not sure why the  sign is pointing towards Beauty World Station.",3,2 years ago,Attractions
Rifle Range Nature Park,Bloody Toad,"Great park for trekking and destress. It's convenient to get here too!  Walk from Beauty World MRT station. To walk to this park is to start trekking from Beauty world center, although there are also a few other treks to start from. …",4,a year ago,Attractions
Rifle Range Nature Park,Anthony Leung,The nature park offers a great hiking path for hikers. The scenery is beautiful and there are also a nice variety of plants and wildlife.,5,a year ago,Attractions
Rifle Range Nature Park,Trisha Lim,Enter from link bridge from hawker center level of beauty world. We went on a late afternoon on sunday and just took about 1-2 hours to hike to view point at colugo deck and back. after the hike come back to the beauty world food center for a lunch or dinner really so convenient :) Must bring along the mossie repellent ya.,5,a year ago,Attractions
